date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:18:01	3855/3855	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.0.14	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/css/frontend-legacy.minc578.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:01	112213/112213	---MCZ	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.0.14	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/css/frontend.minc578.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:02	947/947	---M-Z	200	added ('OK')	text/css	date:Wed,%2023%20Mar%202022%2015:13:05%20GMT	https://augustohack.com.br/wp-content/uploads/elementor/css/post-13.css?ver=1648048385	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/elementor/css/post-131245.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:02	210961/210961	---MCZ	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:21:35%20GMT	https://augustohack.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.0.8	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor-pro/assets/css/frontend.min6173.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:02	33660/33660	---M-Z	200	added ('OK')	text/css	date:Wed,%2023%20Mar%202022%2015:34:45%20GMT	https://augustohack.com.br/wp-content/uploads/elementor/css/global.css?ver=1648049685	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/elementor/css/global0d51.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:02	41474/41474	---M-Z	200	added ('OK')	text/css	date:Wed,%2005%20Oct%202022%2020:43:57%20GMT	https://augustohack.com.br/wp-content/uploads/elementor/css/post-1797.css?ver=1665002637	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/elementor/css/post-17971a4d.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:02	55753/55753	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.12.0	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.minb683.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:03	676/676	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.minb683.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:03	668/668	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.minb683.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:03	661/661	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:03	87940/87940	---MCZ	200	added ('OK')	text/css	date:Tue,%2004%20Jan%202022%2022:15:08%20GMT	https://c0.wp.com/p/jetpack/10.7/css/jetpack.css	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/css/jetpack.css	(from https://augustohack.com.br/viver-de-home-office/)
11:18:04	8428/8428	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:28:50%20GMT	https://augustohack.com.br/wp-content/plugins/cookie-notice/js/front.min.js?ver=2.2.3	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/cookie-notice/js/front.min950a.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:04	89521/89521	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2010%20Mar%202021%2015:07:24%20GMT	https://c0.wp.com/c/6.0.2/wp-includes/js/jquery/jquery.min.js	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/c/6.0.2/wp-includes/js/jquery/jquery.min.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:04	11224/11224	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2009:06:06%20GMT	https://c0.wp.com/c/6.0.2/wp-includes/js/jquery/jquery-migrate.min.js	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/c/6.0.2/wp-includes/js/jquery/jquery-migrate.min.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:04	1317/1317	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2012:22:31%20GMT	https://augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min.js?ver=6.0.2	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min5b21.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:05	1709/1709	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2012:22:31%20GMT	https://augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min.js?ver=2.1.3	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:05	83097/83097	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2012:22:31%20GMT	https://augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/public.js?ver=8.2.17	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/pixelyoursite/dist/scripts/public035a.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:05	1611/1611	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Mar%202022%2018:56:54%20GMT	https://augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-32x32.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-32x32.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:05	12151/12151	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Mar%202022%2018:56:54%20GMT	https://augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-192x192.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-192x192.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:05	11031/11031	---M--	200	added ('OK')	image/png	date:Sun,%2020%20Mar%202022%2018:56:54%20GMT	https://augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-180x180.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/03/cropped-logo-180x180.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:06	43553/43553	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2013:27:22%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/pic-01.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/pic-01.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:06	170983/170983	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2016:13:16%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Logo-2-VHO-1.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Logo-2-VHO-1.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:06	12621/12621	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:43:58%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-02.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-02.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:07	56258/56258	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:44:20%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-13.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-13.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:07	52863/52863	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:44:14%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-11.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-11.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:07	34875/34875	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:44:25%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-15.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-15.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:07	21388/21388	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:44:06%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-03.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-03.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:07	52089/52089	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2013:44:59%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Depo-09.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Depo-09.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:08	26857/26857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Aug%202022%2013:09:15%20GMT	https://augustohack.com.br/wp-content/uploads/2022/08/foto-3.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/08/foto-3.jpg	(from https://augustohack.com.br/viver-de-home-office/)
11:18:08	54161/54161	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Oct%202022%2017:59:59%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Logo-2-VHO.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Logo-2-VHO.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:08	186100/186100	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2015:36:03%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/CORPO-SITE-21-694x1024.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/CORPO-SITE-21-694x1024.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:09	6940/6940	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:18:58%20GMT	https://augustohack.com.br/wp-content/themes/generatepress/assets/js/menu.min.js?ver=3.1.3	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/themes/generatepress/assets/js/menu.min583f.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:09	8029/8029	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2003%20Oct%202022%2022:46:33%20GMT	https://augustohack.com.br/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=4.5.10	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min3172.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:09	5629/5629	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2013%20Jun%202020%2018:53:27%20GMT	https://c0.wp.com/c/6.0.2/wp-includes/js/imagesloaded.min.js	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/c/6.0.2/wp-includes/js/imagesloaded.min.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:09	25202/25202	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:21:35%20GMT	https://augustohack.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:10	800612/800612	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2016:09:12%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Guguinha-2.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Guguinha-2.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:10	64122/64122	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.0.14	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/js/frontend-modules.minc578.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:10	742234/742234	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2015:16:07%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Foto-Perfil-Sem-Fundo-Tratado-2-1024x849.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Foto-Perfil-Sem-Fundo-Tratado-2-1024x849.png	(from https://augustohack.com.br/viver-de-home-office/)
11:18:10	6595/6595	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:21:35%20GMT	https://augustohack.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.0.8	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min6173.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:11	20715/20715	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2008%20Apr%202022%2020:07:18%20GMT	https://c0.wp.com/c/6.0.2/wp-includes/js/jquery/ui/core.min.js	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/c/6.0.2/wp-includes/js/jquery/ui/core.min.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:11	172191/172191	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:21:35%20GMT	https://augustohack.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.0.8	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor-pro/assets/js/frontend.min6173.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:11	10863/10863	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:11	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:12	139153/139153	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:12	2578/2578	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.0.14	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/lib/share-link/share-link.minc578.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:12	120225/120225	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2017%20Mar%202022%2011:19:56%20GMT	https://augustohack.com.br/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.0.14	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/plugins/elementor/assets/js/frontend.minc578.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:13	8970/8970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261beb1e6-3508%22	https://stats.wp.com/e-202240.js	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/stats.wp.com/e-202240.js	(from https://augustohack.com.br/viver-de-home-office/)
11:18:13	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2004:43:51%20GMT	https://c0.wp.com/c/6.0.2/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/c/6.0.2/wp-includes/js/mediaelement/mejs-controls.svg	(from https://c0.wp.com/c/6.0.2/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css)
11:18:14	37905/37905	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2017:53:48%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-01-1.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-01-1.jpg	(from https://augustohack.com.br/wp-content/uploads/elementor/css/post-1797.css?ver=1665002637)
11:18:14	34437/34437	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Oct%202022%2021:36:18%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/tijolo-21.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/tijolo-21.jpg	(from https://augustohack.com.br/wp-content/uploads/elementor/css/post-1797.css?ver=1665002637)
11:18:14	22948/22948	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2017:56:52%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-05-1.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-05-1.jpg	(from https://augustohack.com.br/wp-content/uploads/elementor/css/post-1797.css?ver=1665002637)
11:18:15	44991/44991	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2017:58:15%20GMT	https://augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-02-1.jpg	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/augustohack.com.br/wp-content/uploads/2022/10/Fundo-Preto-02-1.jpg	(from https://augustohack.com.br/wp-content/uploads/elementor/css/post-1797.css?ver=1665002637)
11:18:15	146/146	---M--	403	error ('Forbidden')	text/html	date:Sat,%2008%20Oct%202022%2014:18:21%20GMT	https://c0.wp.com/p/jetpack/10.7/modules/shortcodes/img/slideshow-controls.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/10.7/css/jetpack.css)
11:18:16	146/146	---M--	403	error ('Forbidden')	text/html	date:Sat,%2008%20Oct%202022%2014:18:22%20GMT	https://c0.wp.com/p/jetpack/10.7/modules/shortcodes/img/slideshow-controls-2x.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/10.7/css/jetpack.css)
11:18:16	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/slide-nav.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/10.7/css/jetpack.css)
11:18:16	146/146	---M--	403	error ('Forbidden')	text/html	date:Sat,%2008%20Oct%202022%2014:18:22%20GMT	https://c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/expand.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/10.7/css/jetpack.css)
11:18:16	146/146	---M--	403	error ('Forbidden')	text/html	date:Sat,%2008%20Oct%202022%2014:18:22%20GMT	https://c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/collapse.png	C:/Users/Erileudo/Desktop/SITE%20AUGUSTO/AUGUSTO/c0.wp.com/p/jetpack/10.7/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/10.7/css/jetpack.css)
